Gene name,Mouse gene name
ZNF148,Zfp148
MRPL34,Mrpl34
UBE2U,Ube2u
DDA1,Dda1
ST8SIA2,St8sia2
CD101,Cd101
ANO8,Ano8
NPL,Npl
GTPBP3,Gtpbp3
SPDYA,Spdya
IL12A,Il12a
NAT10,Nat10
RCC1,Rcc1
XXYLT1,Xxylt1
WDR43,Wdr43
RNU6-1209P,Gm24678
CEBPD,Cebpd
ANKRD34C,Ankrd34c
TMED3,Tmed3
PRKDC,Prkdc
SNORD92,Snord92
SNORD53,Snord53
RNU6-25P,Gm24565
SNORD53B,Gm22858
TOGARAM2,Togaram2
ACAP2,Acap2
ADAL,Adal
SMARCAL1,Smarcal1
TMEM266,Tmem266
PLVAP,Plvap
ARHGEF33,Arhgef33
RYR3,Ryr3
CCDC194,Ccdc194
PPP1R2,Ppp1r2-ps6
PPP1R2,Ppp1r2
PPP1R2,Ppp1r2-ps1
PPP1R2,
SOCS5,Socs5
MVB12A,Mvb12a
MCFD2,Mcfd2
OR8G2P,Or8g2b
OR8G2P,Or8g2
RNU6-256P,Gm23055
MIR125B1,Mir125b-1
MIR100,Mir100
NRXN2,Nrxn2
APOD,Apod
STPG4,Stpg4
ARL6,Arl6
CRNN,Crnn
LCE5A,Lce1e
LCE5A,Lce1g
SLC27A1,Slc27a1
CALM2,Calm2
TEKT2,Tekt2
LRTM1,Lrtm1
ADPRS,Adprs
CACNA1D,Cacna1d
COL8A2,Col8a2
TRAPPC3,Trappc3
EPCAM,Epcam
MAP7D1,Map7d1
RNU6-144P,Gm22686
TUSC3,Tusc3
KCNIP3,Kcnip3
CATSPERG,Catsperg1
CATSPERG,Catsperg2
DLG4,Dlg4
DOCK10,Dock10
ZNF362,Zfp362
LITAFD,Litafd
A3GALT2,A3galt2
RN7SKP16,Gm55666
S100A6,S100a6
S100A4,S100a4
RNU6-607P,Gm26084
RNU6-607P,Gm25985
ZNF703,Zfp703
ERLIN2,Erlin2
S100A3,S100a3
S100A2,S100a2
S100A16,S100a16
OR52B2,Or52b2
OR52W1,Or52w1
C11orf42,Gm5901
S100A14,S100a14
FHIP1B,Fhip1b
FBXO27,Fbxo27
S100A1,S100a1
ACTC1,Actc1
SP110,Sp110
SP110,
FOSB,Fosb
SNAPIN,Snapin
CNGA4,Cnga4
PLPBP,Plpbp
CCKBR,Cckbr
SH3D21,Sh3d21
TPM1,Tpm1
APBB1,Apbb1
LENG8,Leng8
STK40,Stk40
STAT1,Stat1
ADGRA2,Adgra2
USP29,Usp29
LSM10,Lsm10
OSCP1,Oscp1
RAB11FIP1,Rab11fip1
ERCC1,Ercc1
MRPS15,Mrps15
EVA1B,Eva1b
ASCL5,Ascl5
GOT1L1,Got1l1
STX6,Stx6
ADRB3,Adrb3
EIF4EBP1,Eif4ebp1
RN7SKP297,Gm54696
RN7SKP297,Gm55608
RN7SKP297,Gm54838
MR1,Mr1
CHRDL2,Chrdl2
STAR,Star
PPP2R3A,Ppp2r3a
STAT3,Stat3
TMED5,Tmed5
DNM2,Dnm2
LSM1,Lsm1
TRIM69,Trim69
CCDC18,Ccdc18
BAG4,Bag4
DDHD2,Ddhd2
PCCB,Pccb
FBN1,Fbn1
XRRA1,Xrra1
SMARCA4,Smarca4
SVBP,Svbp
GORAB,Gorab
GTF2E2,Gtf2e2
RNU6-135P,Gm55576
KDM1A,Kdm1a
CHRNA2,Chrna2
MYZAP,Myzap
SPRR4,Sprr4
SPRR3,Sprr3
,Gm55776
EPHX2,Ephx2
DGAT2,Dgat2
CADM3,Cadm3
TRIM66,Trim66
FCER1A,Fcer1a
CYP2R1,Cyp2r1
MYOM3,Myom3
NHEJ1,Nhej1
CALCA,Calca
IL22RA1,Il22ra1
IFNLR1,Ifnlr1
MSL2,Msl2
MPHOSPH10,Mphosph10
EIF4G2,Eif4g2
ERC2,Erc2
TTC7A,Ttc7
CLU,Clu
ELF3,Elf3
SNORD3D,Snord3a
GRAPL,Grap
EOMES,Eomes
SLC6A20,Slc6a20a
SLC6A20,Slc6a20b
HDAC5,Hdac5
CHRFAM7A,Chrna7
LGR6,Lgr6
RAMAC,Ramac
RAMAC,Ramacl
C15orf40,3110040N11Rik
MRPS25,Mrps25
OR4A47,Or4a47
BTBD1,Btbd1
ETS1,Ets1
SCARA3,Scara3
RNU7-96P,Gm26482
WIPF1,Wipf1
SIPA1L2,Sipa1l2
CCDC25,Ccdc25
HDGFL3,Hdgfl3
HEG1,Heg1
SMAD3,Smad3
SRSF4,Srsf4
CD59,Cd59a
CD59,Cd59b
GNL3,Gnl3
MRPS5,Mrps5
MROH9,Mroh9
EPB42,Epb42
FMO3,Fmo3
,Gm23852
SNORD19,Snord19
SNORD19B,Gm24916
SNORD69,Snord69
GLT8D1,Glt8d1
FMO2,Fmo2
DLG2,Dlg2
ESCO2,Esco2
CIAO2A,Ciao2a
PEAR1,Pear1
PRPF40A,Prpf40a
CCL4L2,Ccl4
ALDH1A3,Aldh1a3
PBK,Pbk
XAF1,Xaf1
ETV3L,Etv3l
ELL2,Ell2
ETV3,Etv3
SPCS1,Spcs1
LRRK1,Lrrk1
C1orf94,CK137956
NEK4,Nek4
CSMD2,Csmd2
FBXO39,Fbxo39
TEKT1,Tekt1
CAST,Cast
ITIH1,Itih1
SCARA5,Scara5
SP6,Sp6
MFSD2B,Mfsd2b
SP2,Sp2
WDCP,Wdcp
PNPO,Pnpo
NUGGC,Nuggc
RNU6-370P,Gm24535
RNU6-370P,Gm24204
FKBP1B,Fkbp1b
OR4M2B,Or4m1
ELP3,Elp3
OR4N4C,Or4n4
OR4N4C,Or4n4b
PBXIP1,Pbxip1
SF3B6,Sf3b6
FAM228B,Fam228b
ITIH4,Itih4
PRR15L,Prr15l
CDK5RAP3,Cdk5rap3
PYGO2,Pygo2
PFN4,Pfn4
SHC1,Shc1
ITSN2,Itsn2
SNRPN,Snrpn
PNOC,Pnoc
MUSTN1,Mustn1
ZNF395,Zfp395
STIMATE,Stimate
ITIH3,Itih3
FBXO16,Fbxo16
ELP5,Elp5
SNURF,Snurf
FAM228A,Fam228a
SNORD107,Snord107
SNORD64,Snord64
SNORD116-1,Gm25471
SNORD116-1,Gm26504
SNORD116-1,Gm26097
SNORD116-1,Gm22631
SNORD116-1,Gm26246
SNORD116-1,Gm23313
SNORD116-1,Snord116l17
SNORD116-1,Snord116l12
SNORD116-1,Gm22373
SNORD116-1,Gm25816
SNORD116-1,Gm22258
SNORD116-1,Gm25944
SNORD116-1,Snord116l4
SNORD116-1,Gm24518
SNORD116-1,Gm26270
SNORD116-1,Snord116l11
SNORD116-1,Snord116l1
SNORD116-1,Gm22047
SNORD116-1,Gm26365
SNORD116-1,Gm24760
SNORD116-1,Gm22851
SNORD116-1,Snord116l9
SNORD116-1,Gm26332
SNORD116-1,Gm23446
SNORD116-1,Gm23862
SNORD116-1,Gm23141
SNORD116-1,Gm23265
SNORD116-1,Snord116l2
SNORD116-1,Snord116l16
SNORD116-1,Gm25597
SNORD116-1,Gm24609
SNORD116-1,Gm26188
SNORD116-1,Gm24618
SNORD116-1,Snord116l15
SNORD116-1,Gm25474
SNORD116-1,Gm23047
SNORD116-1,Gm22863
SNORD116-1,Gm24264
SNORD116-1,Gm23619
SNORD116-1,Gm22941
SNORD116-1,Snord116l5
SNORD116-1,Gm24153
SNORD116-1,Gm25350
SNORD116-1,Gm25210
SNORD116-1,Gm22128
SNORD116-1,Gm25157
SNORD116-1,Gm22584
SNORD116-1,Gm22131
SNORD116-1,Gm22285
SNORD116-1,Gm24711
SNORD116-1,Gm23767
SNORD116-1,Gm25155
SNORD116-1,Snord116l3
SNORD116-1,Gm26502
SNORD116-1,Gm23953
SNORD116-1,Gm22812
SNORD116-1,Snord116l14
SNORD116-1,Snord116l8
SNORD116-1,Snord116l6
SNORD116-1,Snord116l7
SNORD116-1,Gm22417
SNORD116-1,Gm26032
SNORD116-1,Gm22046
SNORD116-1,Gm26433
SNORD116-1,Snord116l10
SNORD116-1,Gm25615
SNORD116-1,Gm22776
SNORD116-1,Gm26201
SNORD116-1,Snord116l13
SNORD116-1,Gm23089
SNORD116-1,Gm25074
SNORD116-2,Gm25471
SNORD116-2,Gm26504
SNORD116-2,Gm26097
SNORD116-2,Gm22631
SNORD116-2,Gm26246
SNORD116-2,Gm23313
SNORD116-2,Snord116l17
SNORD116-2,Snord116l12
SNORD116-2,Gm22373
SNORD116-2,Gm25816
SNORD116-2,Gm22258
SNORD116-2,Gm25944
SNORD116-2,Snord116l4
SNORD116-2,Gm24518
SNORD116-2,Gm26270
SNORD116-2,Snord116l11
SNORD116-2,Snord116l1
SNORD116-2,Gm22047
SNORD116-2,Gm26365
SNORD116-2,Gm24760
SNORD116-2,Gm22851
SNORD116-2,Snord116l9
SNORD116-2,Gm26332
SNORD116-2,Gm23446
SNORD116-2,Gm23862
SNORD116-2,Gm23141
SNORD116-2,Gm23265
SNORD116-2,Snord116l2
SNORD116-2,Snord116l16
SNORD116-2,Gm25597
SNORD116-2,Gm24609
SNORD116-2,Gm26188
SNORD116-2,Gm24618
SNORD116-2,Snord116l15
SNORD116-2,Gm25474
SNORD116-2,Gm23047
SNORD116-2,Gm22863
SNORD116-2,Gm24264
SNORD116-2,Gm23619
SNORD116-2,Gm22941
SNORD116-2,Snord116l5
SNORD116-2,Gm24153
SNORD116-2,Gm25350
SNORD116-2,Gm25210
SNORD116-2,Gm22128
SNORD116-2,Gm25157
SNORD116-2,Gm22584
SNORD116-2,Gm22131
SNORD116-2,Gm22285
SNORD116-2,Gm24711
SNORD116-2,Gm23767
SNORD116-2,Gm25155
SNORD116-2,Snord116l3
SNORD116-2,Gm26502
SNORD116-2,Gm23953
SNORD116-2,Gm22812
SNORD116-2,Snord116l14
SNORD116-2,Snord116l8
SNORD116-2,Snord116l6
SNORD116-2,Snord116l7
SNORD116-2,Gm22417
SNORD116-2,Gm26032
SNORD116-2,Gm22046
SNORD116-2,Gm26433
SNORD116-2,Snord116l10
SNORD116-2,Gm25615
SNORD116-2,Gm22776
SNORD116-2,Gm26201
SNORD116-2,Snord116l13
SNORD116-2,Gm23089
SNORD116-2,Gm25074
SNORD116-3,Gm25471
SNORD116-3,Gm26504
SNORD116-3,Gm26097
SNORD116-3,Gm22631
SNORD116-3,Gm26246
SNORD116-3,Gm23313
SNORD116-3,Snord116l17
SNORD116-3,Snord116l12
SNORD116-3,Gm22373
SNORD116-3,Gm25816
SNORD116-3,Gm22258
SNORD116-3,Gm25944
SNORD116-3,Snord116l4
SNORD116-3,Gm24518
SNORD116-3,Gm26270
SNORD116-3,Snord116l11
SNORD116-3,Snord116l1
SNORD116-3,Gm22047
SNORD116-3,Gm26365
SNORD116-3,Gm24760
SNORD116-3,Gm22851
SNORD116-3,Snord116l9
SNORD116-3,Gm26332
SNORD116-3,Gm23446
SNORD116-3,Gm23862
SNORD116-3,Gm23141
SNORD116-3,Gm23265
SNORD116-3,Snord116l2
SNORD116-3,Snord116l16
SNORD116-3,Gm25597
SNORD116-3,Gm24609
SNORD116-3,Gm26188
SNORD116-3,Gm24618
SNORD116-3,Snord116l15
SNORD116-3,Gm25474
SNORD116-3,Gm23047
SNORD116-3,Gm22863
SNORD116-3,Gm24264
SNORD116-3,Gm23619
SNORD116-3,Gm22941
SNORD116-3,Snord116l5
SNORD116-3,Gm24153
SNORD116-3,Gm25350
SNORD116-3,Gm25210
SNORD116-3,Gm22128
SNORD116-3,Gm25157
SNORD116-3,Gm22584
SNORD116-3,Gm22131
SNORD116-3,Gm22285
SNORD116-3,Gm24711
SNORD116-3,Gm23767
SNORD116-3,Gm25155
SNORD116-3,Snord116l3
SNORD116-3,Gm26502
SNORD116-3,Gm23953
SNORD116-3,Gm22812
SNORD116-3,Snord116l14
SNORD116-3,Snord116l8
SNORD116-3,Snord116l6
SNORD116-3,Snord116l7
SNORD116-3,Gm22417
SNORD116-3,Gm26032
SNORD116-3,Gm22046
SNORD116-3,Gm26433
SNORD116-3,Snord116l10
SNORD116-3,Gm25615
SNORD116-3,Gm22776
SNORD116-3,Gm26201
SNORD116-3,Snord116l13
SNORD116-3,Gm23089
SNORD116-3,Gm25074
SNORD116-4,Gm25471
SNORD116-4,Gm26504
SNORD116-4,Gm26097
SNORD116-4,Gm22631
SNORD116-4,Gm26246
SNORD116-4,Gm23313
SNORD116-4,Snord116l17
SNORD116-4,Snord116l12
SNORD116-4,Gm22373
SNORD116-4,Gm25816
SNORD116-4,Gm22258
SNORD116-4,Gm25944
SNORD116-4,Snord116l4
SNORD116-4,Gm24518
SNORD116-4,Gm26270
SNORD116-4,Snord116l11
SNORD116-4,Snord116l1
SNORD116-4,Gm22047
SNORD116-4,Gm26365
SNORD116-4,Gm24760
SNORD116-4,Gm22851
SNORD116-4,Snord116l9
SNORD116-4,Gm26332
SNORD116-4,Gm23446
SNORD116-4,Gm23862
SNORD116-4,Gm23141
SNORD116-4,Gm23265
SNORD116-4,Snord116l2
SNORD116-4,Snord116l16
SNORD116-4,Gm25597
SNORD116-4,Gm24609
SNORD116-4,Gm26188
SNORD116-4,Gm24618
SNORD116-4,Snord116l15
SNORD116-4,Gm25474
SNORD116-4,Gm23047
SNORD116-4,Gm22863
SNORD116-4,Gm24264
SNORD116-4,Gm23619
SNORD116-4,Gm22941
SNORD116-4,Snord116l5
SNORD116-4,Gm24153
SNORD116-4,Gm25350
SNORD116-4,Gm25210
SNORD116-4,Gm22128
SNORD116-4,Gm25157
SNORD116-4,Gm22584
SNORD116-4,Gm22131
SNORD116-4,Gm22285
SNORD116-4,Gm24711
SNORD116-4,Gm23767
SNORD116-4,Gm25155
SNORD116-4,Snord116l3
SNORD116-4,Gm26502
SNORD116-4,Gm23953
SNORD116-4,Gm22812
SNORD116-4,Snord116l14
SNORD116-4,Snord116l8
SNORD116-4,Snord116l6
SNORD116-4,Snord116l7
SNORD116-4,Gm22417
SNORD116-4,Gm26032
SNORD116-4,Gm22046
SNORD116-4,Gm26433
SNORD116-4,Snord116l10
SNORD116-4,Gm25615
SNORD116-4,Gm22776
SNORD116-4,Gm26201
SNORD116-4,Snord116l13
SNORD116-4,Gm23089
SNORD116-4,Gm25074
SNORD116-5,Gm25471
SNORD116-5,Gm26504
SNORD116-5,Gm26097
SNORD116-5,Gm22631
SNORD116-5,Gm26246
SNORD116-5,Gm23313
SNORD116-5,Snord116l17
SNORD116-5,Snord116l12
SNORD116-5,Gm22373
SNORD116-5,Gm25816
SNORD116-5,Gm22258
SNORD116-5,Gm25944
SNORD116-5,Snord116l4
SNORD116-5,Gm24518
SNORD116-5,Gm26270
SNORD116-5,Snord116l11
SNORD116-5,Snord116l1
SNORD116-5,Gm22047
SNORD116-5,Gm26365
SNORD116-5,Gm24760
SNORD116-5,Gm22851
SNORD116-5,Snord116l9
SNORD116-5,Gm26332
SNORD116-5,Gm23446
SNORD116-5,Gm23862
SNORD116-5,Gm23141
SNORD116-5,Gm23265
SNORD116-5,Snord116l2
SNORD116-5,Snord116l16
SNORD116-5,Gm25597
SNORD116-5,Gm24609
SNORD116-5,Gm26188
SNORD116-5,Gm24618
SNORD116-5,Snord116l15
SNORD116-5,Gm25474
SNORD116-5,Gm23047
SNORD116-5,Gm22863
SNORD116-5,Gm24264
SNORD116-5,Gm23619
SNORD116-5,Gm22941
SNORD116-5,Snord116l5
SNORD116-5,Gm24153
SNORD116-5,Gm25350
SNORD116-5,Gm25210
SNORD116-5,Gm22128
SNORD116-5,Gm25157
SNORD116-5,Gm22584
SNORD116-5,Gm22131
SNORD116-5,Gm22285
SNORD116-5,Gm24711
SNORD116-5,Gm23767
SNORD116-5,Gm25155
SNORD116-5,Snord116l3
SNORD116-5,Gm26502
SNORD116-5,Gm23953
SNORD116-5,Gm22812
SNORD116-5,Snord116l14
SNORD116-5,Snord116l8
SNORD116-5,Snord116l6
SNORD116-5,Snord116l7
SNORD116-5,Gm22417
SNORD116-5,Gm26032
SNORD116-5,Gm22046
SNORD116-5,Gm26433
SNORD116-5,Snord116l10
SNORD116-5,Gm25615
SNORD116-5,Gm22776
SNORD116-5,Gm26201
SNORD116-5,Snord116l13
SNORD116-5,Gm23089
SNORD116-5,Gm25074
SNORD116-6,Gm25471
SNORD116-6,Gm26504
SNORD116-6,Gm26097
SNORD116-6,Gm22631
SNORD116-6,Gm26246
SNORD116-6,Gm23313
SNORD116-6,Snord116l17
SNORD116-6,Snord116l12
SNORD116-6,Gm22373
SNORD116-6,Gm25816
SNORD116-6,Gm22258
SNORD116-6,Gm25944
SNORD116-6,Snord116l4
SNORD116-6,Gm24518
SNORD116-6,Gm26270
SNORD116-6,Snord116l11
SNORD116-6,Snord116l1
SNORD116-6,Gm22047
SNORD116-6,Gm26365
SNORD116-6,Gm24760
SNORD116-6,Gm22851
SNORD116-6,Snord116l9
SNORD116-6,Gm26332
SNORD116-6,Gm23446
SNORD116-6,Gm23862
SNORD116-6,Gm23141
SNORD116-6,Gm23265
SNORD116-6,Snord116l2
SNORD116-6,Snord116l16
SNORD116-6,Gm25597
SNORD116-6,Gm24609
SNORD116-6,Gm26188
SNORD116-6,Gm24618
SNORD116-6,Snord116l15
SNORD116-6,Gm25474
SNORD116-6,Gm23047
SNORD116-6,Gm22863
SNORD116-6,Gm24264
SNORD116-6,Gm23619
SNORD116-6,Gm22941
SNORD116-6,Snord116l5
SNORD116-6,Gm24153
SNORD116-6,Gm25350
SNORD116-6,Gm25210
SNORD116-6,Gm22128
SNORD116-6,Gm25157
SNORD116-6,Gm22584
SNORD116-6,Gm22131
SNORD116-6,Gm22285
SNORD116-6,Gm24711
SNORD116-6,Gm23767
SNORD116-6,Gm25155
SNORD116-6,Snord116l3
SNORD116-6,Gm26502
SNORD116-6,Gm23953
SNORD116-6,Gm22812
SNORD116-6,Snord116l14
SNORD116-6,Snord116l8
SNORD116-6,Snord116l6
SNORD116-6,Snord116l7
SNORD116-6,Gm22417
SNORD116-6,Gm26032
SNORD116-6,Gm22046
SNORD116-6,Gm26433
SNORD116-6,Snord116l10
SNORD116-6,Gm25615
SNORD116-6,Gm22776
SNORD116-6,Gm26201
SNORD116-6,Snord116l13
SNORD116-6,Gm23089
SNORD116-6,Gm25074
SNORD116-7,Gm25471
SNORD116-7,Gm26504
SNORD116-7,Gm26097
SNORD116-7,Gm22631
SNORD116-7,Gm26246
SNORD116-7,Gm23313
SNORD116-7,Snord116l17
SNORD116-7,Snord116l12
SNORD116-7,Gm22373
SNORD116-7,Gm25816
SNORD116-7,Gm22258
SNORD116-7,Gm25944
SNORD116-7,Snord116l4
SNORD116-7,Gm24518
SNORD116-7,Gm26270
SNORD116-7,Snord116l11
SNORD116-7,Snord116l1
SNORD116-7,Gm22047
SNORD116-7,Gm26365
SNORD116-7,Gm24760
SNORD116-7,Gm22851
SNORD116-7,Snord116l9
SNORD116-7,Gm26332
SNORD116-7,Gm23446
SNORD116-7,Gm23862
SNORD116-7,Gm23141
SNORD116-7,Gm23265
SNORD116-7,Snord116l2
SNORD116-7,Snord116l16
SNORD116-7,Gm25597
SNORD116-7,Gm24609
SNORD116-7,Gm26188
SNORD116-7,Gm24618
SNORD116-7,Snord116l15
SNORD116-7,Gm25474
SNORD116-7,Gm23047
SNORD116-7,Gm22863
SNORD116-7,Gm24264
SNORD116-7,Gm23619
SNORD116-7,Gm22941
SNORD116-7,Snord116l5
SNORD116-7,Gm24153
SNORD116-7,Gm25350
SNORD116-7,Gm25210
SNORD116-7,Gm22128
SNORD116-7,Gm25157
SNORD116-7,Gm22584
SNORD116-7,Gm22131
SNORD116-7,Gm22285
SNORD116-7,Gm24711
SNORD116-7,Gm23767
SNORD116-7,Gm25155
SNORD116-7,Snord116l3
SNORD116-7,Gm26502
SNORD116-7,Gm23953
SNORD116-7,Gm22812
SNORD116-7,Snord116l14
SNORD116-7,Snord116l8
SNORD116-7,Snord116l6
SNORD116-7,Snord116l7
SNORD116-7,Gm22417
SNORD116-7,Gm26032
SNORD116-7,Gm22046
SNORD116-7,Gm26433
SNORD116-7,Snord116l10
SNORD116-7,Gm25615
SNORD116-7,Gm22776
SNORD116-7,Gm26201
SNORD116-7,Snord116l13
SNORD116-7,Gm23089
SNORD116-7,Gm25074
SLC4A1AP,Slc4a1ap
SNORD116-8,Gm25471
SNORD116-8,Gm26504
SNORD116-8,Gm26097
SNORD116-8,Gm22631
SNORD116-8,Gm26246
SNORD116-8,Gm23313
SNORD116-8,Snord116l17
SNORD116-8,Snord116l12
SNORD116-8,Gm22373
SNORD116-8,Gm25816
SNORD116-8,Gm22258
SNORD116-8,Gm25944
SNORD116-8,Snord116l4
SNORD116-8,Gm24518
SNORD116-8,Gm26270
SNORD116-8,Snord116l11
SNORD116-8,Snord116l1
SNORD116-8,Gm22047
SNORD116-8,Gm26365
SNORD116-8,Gm24760
SNORD116-8,Gm22851
SNORD116-8,Snord116l9
SNORD116-8,Gm26332
SNORD116-8,Gm23446
SNORD116-8,Gm23862
SNORD116-8,Gm23141
SNORD116-8,Gm23265
SNORD116-8,Snord116l2
SNORD116-8,Snord116l16
SNORD116-8,Gm25597
SNORD116-8,Gm24609
SNORD116-8,Gm26188
SNORD116-8,Gm24618
SNORD116-8,Snord116l15
SNORD116-8,Gm25474
SNORD116-8,Gm23047
SNORD116-8,Gm22863
SNORD116-8,Gm24264
SNORD116-8,Gm23619
SNORD116-8,Gm22941
SNORD116-8,Snord116l5
SNORD116-8,Gm24153
SNORD116-8,Gm25350
SNORD116-8,Gm25210
SNORD116-8,Gm22128
SNORD116-8,Gm25157
SNORD116-8,Gm22584
SNORD116-8,Gm22131
SNORD116-8,Gm22285
SNORD116-8,Gm24711
SNORD116-8,Gm23767
SNORD116-8,Gm25155
SNORD116-8,Snord116l3
SNORD116-8,Gm26502
SNORD116-8,Gm23953
SNORD116-8,Gm22812
SNORD116-8,Snord116l14
SNORD116-8,Snord116l8
SNORD116-8,Snord116l6
SNORD116-8,Snord116l7
SNORD116-8,Gm22417
SNORD116-8,Gm26032
SNORD116-8,Gm22046
SNORD116-8,Gm26433
SNORD116-8,Snord116l10
SNORD116-8,Gm25615
SNORD116-8,Gm22776
SNORD116-8,Gm26201
SNORD116-8,Snord116l13
SNORD116-8,Gm23089
SNORD116-8,Gm25074
SNORD116-9,Gm25471
SNORD116-9,Gm26504
SNORD116-9,Gm26097
SNORD116-9,Gm22631
SNORD116-9,Gm26246
SNORD116-9,Gm23313
SNORD116-9,Snord116l17
SNORD116-9,Snord116l12
SNORD116-9,Gm22373
SNORD116-9,Gm25816
SNORD116-9,Gm22258
SNORD116-9,Gm25944
SNORD116-9,Snord116l4
SNORD116-9,Gm24518
SNORD116-9,Gm26270
SNORD116-9,Snord116l11
SNORD116-9,Snord116l1
SNORD116-9,Gm22047
SNORD116-9,Gm26365
SNORD116-9,Gm24760
SNORD116-9,Gm22851
SNORD116-9,Snord116l9
SNORD116-9,Gm26332
SNORD116-9,Gm23446
SNORD116-9,Gm23862
SNORD116-9,Gm23141
SNORD116-9,Gm23265
SNORD116-9,Snord116l2
SNORD116-9,Snord116l16
SNORD116-9,Gm25597
SNORD116-9,Gm24609
SNORD116-9,Gm26188
SNORD116-9,Gm24618
SNORD116-9,Snord116l15
SNORD116-9,Gm25474
SNORD116-9,Gm23047
SNORD116-9,Gm22863
SNORD116-9,Gm24264
SNORD116-9,Gm23619
SNORD116-9,Gm22941
SNORD116-9,Snord116l5
SNORD116-9,Gm24153
SNORD116-9,Gm25350
SNORD116-9,Gm25210
SNORD116-9,Gm22128
SNORD116-9,Gm25157
SNORD116-9,Gm22584
SNORD116-9,Gm22131
SNORD116-9,Gm22285
SNORD116-9,Gm24711
SNORD116-9,Gm23767
SNORD116-9,Gm25155
SNORD116-9,Snord116l3
SNORD116-9,Gm26502
SNORD116-9,Gm23953
SNORD116-9,Gm22812
SNORD116-9,Snord116l14
SNORD116-9,Snord116l8
SNORD116-9,Snord116l6
SNORD116-9,Snord116l7
SNORD116-9,Gm22417
SNORD116-9,Gm26032
SNORD116-9,Gm22046
SNORD116-9,Gm26433
SNORD116-9,Snord116l10
SNORD116-9,Gm25615
SNORD116-9,Gm22776
SNORD116-9,Gm26201
SNORD116-9,Snord116l13
SNORD116-9,Gm23089
SNORD116-9,Gm25074
C2orf73,4930505A04Rik
CKS1B,Cks1b
KLHL25,Klhl25
RNU6-178P,Gm24097
TRAPPC9,Trappc9
TTC21A,Ttc21a
EML6,Eml6
FLAD1,Flad1
BRCA1,Brca1
RTN4,Rtn4
ZBTB7B,Zbtb7b
EXPH5,Exph5
RNU1-148P,Gm23464
ADAM28,Adam28
DCST2,Dcst2
POGLUT3,Poglut3
USF3,Usf3
ARRDC4,Arrdc4
DCST1,Dcst1
U6,Gm22279
NAA50,Naa50
LRRC28,Lrrc28
POLA2,Pola2
GRAMD1C,Gramd1c
ADAMDEC1,Adamdec1
ADAM15,Adam15
PPIB,Ppib
MPZL3,Mpzl3
CHRNB4,Chrnb4
CIST1,Gm3336
ZNF558,Zfp558
UGP2,Ugp2
ADAM7,Adam7
LDHC,Ldhc
ADAMTS7,Adamts7
IMPDH2,Impdh2
MBD3L1,Mbd3l1
MORF4L1,Morf4l1
ST18,St18
MUC16,Muc16
DNAH17,Dnah17
QRICH1,Qrich1
REEP1,Reep1
KRBOX1,Zfp65
RHOT1,Rhot1
RRS1,Rrs1
KIR3DL1,Kir3dl1
KIR3DL1,Kir3dl2
ZBTB11,Zbtb11
ADHFE1,Adhfe1
CHMP3,Chmp3
ZBTB20,Zbtb20
RNF103,Rnf103
BBS4,Bbs4
AMMECR1L,Ammecr1l
GPX1,Gpx1
CACNA1A,Cacna1a
GPC1,Gpc1
RNU6-681P,Gm24901
RN7SKP52,Gm56126
TNNT3,Tnnt3
TBL1XR1,Tbl1xr1
ZFAND6,Zfand6
PCSK1,Pcsk1
GPR35,Gpr35
VXN,Vxn
PEX13,Pex13
REL,Rel
MTMR11,Mtmr11
ANKMY1,Ankmy1
C17orf78,Gm11437
ZNF704,Zfp704
TADA2A,Tada2a
ZNF609,Zfp609
AZIN1,Azin1
OTUD7B,Otud7b
RNU6-549P,Gm25186
OAZ2,Oaz2
FAM72D,Fam72a
RBPMS2,Rbpms2
SF1,Sf1
ANKRD35,Ankrd35
DUSP14,Dusp14
MUC20,Muc20
RPL23,Rpl23
SLC1A5,Slc1a5
ITGA10,Itga10
MUC4,Muc4
SUB1,Sub1
SNORA21B,Gm54825
SNORA21,Snora21
LASP1,Lasp1
RASGRP4,Rasgrp4
FBXO47,Fbxo47
ITGB1BP1,Itgb1bp1
PEX11B,Pex11b
LIX1L,Lix1l
PTRH2,Ptrh2
ANKRD34A,Ankrd34a
HSF5,Hsf5
VMP1,Vmp1
TXNIP,Txnip
HJV,Hjv
TBX2,Tbx2
CPSF3,Cpsf3
TBX4,Tbx4
NLRX1,Nlrx1
CCNG1,Ccng1
IAH1,Iah1
ZNF705G,Zfp78
DEFB103B,Defb14
DEFB104B,Defb22
DEFB107B,Defb13
OTULIN,Otulin
LRRC37A3,Lrrc37a
LRRC37A3,Lrrc37
DEFB107A,Defb13
DEFB105A,Defb12
DEFB105A,Defb35
YWHAQ,Ywhaq
MTX3,Mtx3
DEFB104A,Defb22
RNU6-1071P,Gm23794
TEX46,Tex46
DEFB103A,Defb14
RNU6-723P,Gm23379
RNU4-61P,Gm55605
AGBL4,Agbl4
DEFB4A,Defb3
DEFB4A,Defb4
ZNF705B,Zfp78
MS4A8,Ms4a8a
THBS4,Thbs4
ADAM17,Adam17
BEND5,Bend5
EBAG9,Ebag9
GNA13,Gna13
RYR1,Ryr1
RGS9,Rgs9
MS4A15,Ms4a15
C1orf185,4930522H14Rik
SERINC5,Serinc5
ROR1,Ror1
VAMP4,Vamp4
MS4A10,Ms4a10
SLC1A2,Slc1a2
SYBU,Sybu
